Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
69459a69d7b6d7086cb3fa51,694555b4beadda60a5901ec0,AWAITING REVIEW,Not Applicable,2025-12-19T18:33:16.837000Z,2025-12-19T19:05:21.713000Z,,2025-12-19T19:05:22.060516Z,1925.0,CNST1ELE,2,29,Male,Black,United States,United States,United States,English,No,Full-Time
69459aa8019473d8fccbd16d,65b8b2bf8b3905b0efcb0fd3,AWAITING REVIEW,Not Applicable,2025-12-19T18:35:15.504000Z,2025-12-19T19:33:25.690000Z,,2025-12-19T19:33:26.030898Z,3491.0,CNST1ELE,1036,49,Male,White,Slovenia,United States,United States,English,Yes,Full-Time
69459d11e5088e5640f3ba1a,66d921d24ea620ae6b29d74b,AWAITING REVIEW,Not Applicable,2025-12-19T18:44:39.097000Z,2025-12-19T20:05:25.247000Z,,2025-12-19T20:06:06.000328Z,4847.0,CNST1ELE,1889,60,Female,Black,United States,United States,United States,English,No,Full-Time
69459db968064093f17e02c1,5f4ae7cb6b68b56c2acb12c8,AWAITING REVIEW,Not Applicable,2025-12-19T18:47:25.813000Z,2025-12-19T19:32:08.020000Z,,2025-12-19T19:32:08.414133Z,2683.0,CNST1ELE,1694,45,Female,White,United States,United States,United States,English,No,Full-Time
69459e6aaf16ffc1fbcdf941,6740b01583cadef1afebeb9d,AWAITING REVIEW,Not Applicable,2025-12-19T18:50:24.826000Z,2025-12-19T19:25:18.454000Z,,2025-12-19T19:25:18.813747Z,2094.0,CNST1ELE,613,37,Male,Black,United States,United States,United States,English,No,Full-Time
69459ecd5defea5e83fc00e1,672eeebde600098b4b65d4a8,AWAITING REVIEW,Not Applicable,2025-12-19T18:52:07.405000Z,2025-12-19T19:32:30.007000Z,,2025-12-19T19:32:30.352917Z,2423.0,CNST1ELE,1492,63,Female,White,United States,United States,United States,English,Yes,Full-Time
6945a04d242bfcdf46051dc1,5a068d5b074b190001251791,AWAITING REVIEW,Not Applicable,2025-12-19T18:58:25.838000Z,2025-12-19T19:28:25.556000Z,,2025-12-19T19:28:25.978950Z,1800.0,CNST1ELE,1735,42,Male,White,United States,United States,United States,English,No,Full-Time
6945a2187b28799a0adbe74b,678850e350af39b7032dd102,AWAITING REVIEW,Not Applicable,2025-12-19T19:06:42.032000Z,2025-12-19T19:50:47.741000Z,,2025-12-19T19:50:48.082857Z,2646.0,CNST1ELE,1070,43,Female,White,United States,United States,United States,English,No,Full-Time
6945a32dc6fbb543b9f1b012,66708fa4dfe022dbed4cae9c,AWAITING REVIEW,Not Applicable,2025-12-19T19:10:40.277000Z,2025-12-19T20:03:52.082000Z,,2025-12-19T20:03:52.447474Z,3192.0,CNST1ELE,356,22,Female,Mixed,United States,United States,Lao People's Democratic Republic,English,Yes,Full-Time
6945a3c1f35fefed78f86dc3,66beb7a1951f8a18b03cd9c5,AWAITING REVIEW,Not Applicable,2025-12-19T19:13:22.331000Z,2025-12-19T20:06:19.565000Z,,2025-12-19T20:06:19.909927Z,3178.0,CNST1ELE,626,22,Male,White,United States,United States,United States,English,Yes,Full-Time
6945a519a6a3a8d695065dcf,692c55a22b643604a1e5b2b7,AWAITING REVIEW,Not Applicable,2025-12-19T19:20:11.974000Z,2025-12-19T19:50:10.105000Z,,2025-12-19T19:50:10.473711Z,1799.0,CNST1ELE,115,30,Male,White,United States,United States,United States,English,No,Full-Time
6945a54fafc946537a53aa56,67ab5b2e65c4823c805570d4,AWAITING REVIEW,Not Applicable,2025-12-19T19:28:43.751000Z,2025-12-19T21:02:35.112000Z,,2025-12-19T21:40:48.120628Z,5632.0,CNST1ELE,739,61,Female,White,United States,United States,United States,English,No,Full-Time
6945a66e044ac6d7cb9202e3,64012ee6e3f2e59aaa36f718,AWAITING REVIEW,Not Applicable,2025-12-19T19:25:12.666000Z,2025-12-19T20:10:45.562000Z,,2025-12-19T20:10:45.906874Z,2733.0,CNST1ELE,873,27,Female,Black,United States,United States,United States,English,No,Full-Time
6945a6a776264acf96de53c7,672501c7bc2f7f52114f2a5e,AWAITING REVIEW,Not Applicable,2025-12-19T19:25:33.231000Z,2025-12-19T20:03:12.752000Z,,2025-12-19T20:03:43.662618Z,2260.0,CNST1ELE,884,60,Female,White,United States,United States,United States,English,No,Full-Time
6945a8b8e3518f0a99527f16,66b2c7262f4631f5eea8e729,AWAITING REVIEW,Not Applicable,2025-12-19T19:34:21.165000Z,2025-12-19T20:33:10.789000Z,,2025-12-19T20:33:11.165205Z,3530.0,CNST1ELE,950,28,Female,Black,United States,United States,United States,English,Yes,Full-Time
6945a900a54c767520dd5081,67449b2d46dfbc02a0f083b3,AWAITING REVIEW,Not Applicable,2025-12-19T19:44:27.025000Z,2025-12-19T20:35:53.549000Z,,2025-12-19T20:35:53.917619Z,3087.0,CNST1ELE,790,47,Male,White,United States,United States,United States,English,No,Full-Time
6945a9406e13df632b53ff89,6724d3673a5391f6e028d659,AWAITING REVIEW,Not Applicable,2025-12-19T19:36:41.188000Z,2025-12-19T20:16:47.023000Z,,2025-12-19T20:16:47.421647Z,2406.0,CNST1ELE,1384,71,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
6945a9c05f1208ebfa82906c,67e80fd6ef19882569cf49d3,AWAITING REVIEW,Not Applicable,2025-12-19T19:38:47.615000Z,2025-12-19T20:15:05.626000Z,,2025-12-19T20:15:05.973681Z,2179.0,CNST1ELE,843,52,Female,White,United States,United States,United States,English,No,Full-Time
6945aa4c6d3ff8283566945b,6727e176e5f011b020a6a2db,AWAITING REVIEW,Not Applicable,2025-12-19T19:41:13.302000Z,2025-12-19T20:10:47.039000Z,,2025-12-19T20:10:47.386071Z,1774.0,CNST1ELE,1060,34,Male,White,United States,United States,United States,English,No,Full-Time
6945b3820c2ae3a0b76a34b1,5d9b7c7efaa2860364b16476,AWAITING REVIEW,Not Applicable,2025-12-19T20:20:22.132000Z,2025-12-19T20:51:29.231000Z,,2025-12-19T20:51:29.617449Z,1868.0,CNST1ELE,1802,36,Male,White,United States,United States,United States,English,No,Full-Time
6945b39c6fd53270ca4ddc9a,675a69d88d29359682bcd4ec,AWAITING REVIEW,Not Applicable,2025-12-19T20:20:48.488000Z,2025-12-19T20:59:35.036000Z,,2025-12-19T20:59:35.399148Z,2327.0,CNST1ELE,1855,52,Female,White,United States,United States,United States,English,No,Full-Time
6945b3f1c057c74136f1b6df,66a819b2c3eb66cffc47e808,AWAITING REVIEW,Not Applicable,2025-12-19T20:22:13.581000Z,2025-12-19T20:56:26.279000Z,,2025-12-19T20:56:26.636577Z,2053.0,CNST1ELE,1783,41,Female,White,United States,United States,United States,English,No,Full-Time
6945b59e62053618ce1a96ac,6722ceb13a02b06603b7b285,AWAITING REVIEW,Not Applicable,2025-12-19T20:30:39.889000Z,2025-12-19T21:10:57.812000Z,,2025-12-19T21:11:13.540115Z,2418.0,CNST1ELE,1781,45,Female,Black,United States,United States,United States,English,No,Full-Time
6945b9035b6a23f33633f3df,65706b89d4c6c32963d258e8,AWAITING REVIEW,Not Applicable,2025-12-19T20:43:52.457000Z,2025-12-19T22:01:46.318000Z,,2025-12-19T22:01:46.657976Z,4674.0,CNST1ELE,455,65,Female,Black,United States,United States,United States,English,No,Full-Time
6945bd3d440de6eea7fbf6bc,68379f3fafa634a21d761586,AWAITING REVIEW,Not Applicable,2025-12-19T21:06:10.973000Z,2025-12-19T21:42:55.233000Z,,2025-12-20T08:59:36.065437Z,2205.0,CNST1ELE,1610,27,Male,White,United States,United States,United States,English,No,Full-Time
6945be0da8d2878f26fa59ae,654142b51c0cbebefa6f3ea0,AWAITING REVIEW,Not Applicable,2025-12-19T21:05:56.860000Z,2025-12-19T21:40:44.330000Z,,2025-12-19T21:40:44.693267Z,2088.0,CNST1ELE,1248,35,Female,White,United States,United States,United States,English,No,Full-Time
6945be27f0407a800a183222,66ba2139a67c5c99778a6766,AWAITING REVIEW,Not Applicable,2025-12-19T21:05:46.059000Z,2025-12-19T21:38:50.748000Z,,2025-12-19T21:38:51.121060Z,1985.0,CNST1ELE,188,29,Female,Asian,United States,United States,United States,English,No,Full-Time
6945c10ed2d826f914b9b7da,659d4aadab2eb6b7a8cffb07,AWAITING REVIEW,Not Applicable,2025-12-19T21:18:11.679000Z,2025-12-19T22:21:03.083000Z,,2025-12-19T22:21:03.428121Z,3772.0,CNST1ELE,444,51,Female,Black,United States,United States,United States,English,No,Full-Time
6945c9fd14464b1e16ef117b,644695d12dd99a1712dd84c0,AWAITING REVIEW,Not Applicable,2025-12-19T21:56:18.645000Z,2025-12-19T22:31:23.379000Z,,2025-12-19T22:31:23.734068Z,2105.0,CNST1ELE,1039,55,Male,White,United States,United States,United States,English,No,Full-Time
6945ca5064e480313775ac78,6760f2ed5c7e5d977eb5bd54,AWAITING REVIEW,Not Applicable,2025-12-19T21:58:37.817000Z,2025-12-19T22:40:21.574000Z,,2025-12-19T22:40:21.952784Z,2504.0,CNST1ELE,1066,35,Male,White,United States,United States,United States,English,No,Full-Time
6945d254091b513be112ac3b,6673705315e1f2006697c6da,AWAITING REVIEW,Not Applicable,2025-12-19T22:31:55.408000Z,2025-12-19T23:06:03.905000Z,,2025-12-19T23:06:15.156966Z,2049.0,CNST1ELE,543,59,Male,White,United States,United States,United States,English,No,Full-Time
6945d33c2e84856b814de9f1,6784cd4c648d7fe55ab2ff24,AWAITING REVIEW,Not Applicable,2025-12-19T22:35:47.092000Z,2025-12-19T23:20:05.009000Z,,2025-12-19T23:20:05.334827Z,2658.0,CNST1ELE,1620,64,Male,White,United States,United States,United States,English,No,Full-Time
6945d36a04e6f635571ac261,5d9cb58ee8783f0019c8bd06,AWAITING REVIEW,Not Applicable,2025-12-19T22:36:35.610000Z,2025-12-19T23:31:09.610000Z,,2025-12-19T23:31:09.960843Z,3274.0,CNST1ELE,677,38,Female,White,United States,United States,United States,English,No,Full-Time
6945d443635cb1b195bb3493,5c4277ac1242910001bdbf1a,AWAITING REVIEW,Not Applicable,2025-12-19T22:40:06.752000Z,2025-12-19T23:07:06.928000Z,,2025-12-19T23:07:07.298020Z,1621.0,CNST1ELE,746,34,Female,White,United States,United States,United States,English,No,Full-Time
6945d5e606b9d106536fa528,670fb18f6f6ca0d7257a9302,AWAITING REVIEW,Not Applicable,2025-12-19T22:47:18.598000Z,2025-12-19T23:15:59.638000Z,,2025-12-19T23:15:59.988635Z,1722.0,CNST1ELE,962,71,Male,White,United States,United States,United States,English,No,Full-Time
6945dae5c1ecd290310a0c89,66882d9207bafe4863311ddc,AWAITING REVIEW,Not Applicable,2025-12-19T23:08:57.281000Z,2025-12-19T23:55:36.021000Z,,2025-12-19T23:55:36.354164Z,2799.0,CNST1ELE,266,30,Male,White,United States,United States,United States,English,No,Full-Time
6945db752b91be3faa9babed,672a0f49692a1a87ac2772da,AWAITING REVIEW,Not Applicable,2025-12-19T23:10:47.818000Z,2025-12-20T00:24:58.361000Z,,2025-12-20T00:24:58.708058Z,4451.0,CNST1ELE,573,24,Male,Mixed,United States,United States,United States,English,No,Full-Time
6945dd06f40b24139158ce90,67ed4f4554b89f3a5b5c13a7,AWAITING REVIEW,Not Applicable,2025-12-19T23:17:33.815000Z,2025-12-19T23:44:43.661000Z,,2025-12-19T23:44:44.004177Z,1630.0,CNST1ELE,848,37,Male,White,United States,United States,United States,English,No,Full-Time
6945dd207dc5c2f2abe9258f,67df453bc406da9f288f9656,AWAITING REVIEW,Not Applicable,2025-12-19T23:17:52.115000Z,2025-12-19T23:44:39.176000Z,,2025-12-19T23:44:39.531890Z,1608.0,CNST1ELE,885,28,Male,White,United States,United States,United States,English,No,Full-Time
6945dd75fe4f67407c57a9a8,67de01d3d44c6326661a7d33,AWAITING REVIEW,Not Applicable,2025-12-19T23:19:23.979000Z,2025-12-19T23:44:44.949000Z,,2025-12-19T23:44:45.356422Z,1521.0,CNST1ELE,1709,52,Male,White,United States,United States,United States,English,No,Full-Time
6945e8602577e4aa12ca7df0,676a2c97280c39f6edfd813e,AWAITING REVIEW,Not Applicable,2025-12-20T00:06:02.349000Z,2025-12-20T00:40:03.773000Z,,2025-12-20T00:40:04.127223Z,2042.0,CNST1ELE,1565,39,Female,White,United States,United States,United States,English,No,Full-Time
6945ea0725f9d04fe7effa6c,693aef92856f8d2a01f593f7,AWAITING REVIEW,Not Applicable,2025-12-20T00:12:58.862000Z,2025-12-20T00:48:47.515000Z,,2025-12-20T00:48:47.862122Z,2149.0,CNST1ELE,166,27,Male,Asian,United States,United States,United States,English,No,Full-Time
6945ee78aacbc598cd0a0c8b,67803a05b60a2727e9fa85b4,AWAITING REVIEW,Not Applicable,2025-12-20T00:31:58.843000Z,2025-12-20T01:10:16.344000Z,,2025-12-20T08:25:23.358633Z,2298.0,CNST1ELE,1412,29,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
6945ef79dabf26ad29f35dad,5f95e7c5e49c564a01f040aa,AWAITING REVIEW,Not Applicable,2025-12-20T00:39:29.556000Z,2025-12-20T02:25:26.514000Z,,2025-12-20T02:25:34.786327Z,6357.0,CNST1ELE,215,37,Female,Black,United States,United States,United States,English,No,Full-Time
6945ef8c71fa3074386b3b5a,66366f1058966314508ed6e4,AWAITING REVIEW,Not Applicable,2025-12-20T00:36:36.272000Z,2025-12-20T01:19:15.509000Z,,2025-12-20T01:19:15.856083Z,2560.0,CNST1ELE,1618,55,Female,Black,United States,United States,United States,English,No,Full-Time
6945f42ca54c767520dd567d,677cb7bf838dfe3cab0a0bac,AWAITING REVIEW,Not Applicable,2025-12-20T00:56:15.011000Z,2025-12-20T01:25:44.988000Z,,2025-12-20T01:25:45.341719Z,1770.0,CNST1ELE,929,32,Female,White,United States,United States,United States,English,No,Full-Time
6945f63350e31375c62f5b0a,67ee45a8f90e9989ba22c24a,AWAITING REVIEW,Not Applicable,2025-12-20T01:04:55.699000Z,2025-12-20T01:55:35.750000Z,,2025-12-20T01:55:36.129438Z,3041.0,CNST1ELE,926,22,Male,White,United States,United States,United States,English,No,Full-Time
6945fcf8715cad523f934161,66e3151584ce7d01596d194a,AWAITING REVIEW,Not Applicable,2025-12-20T01:33:48.725000Z,2025-12-20T02:22:21.846000Z,,2025-12-20T02:22:22.205654Z,2914.0,CNST1ELE,1865,35,Female,Black,United States,United States,United States,English,DATA_EXPIRED,Full-Time
694604a374f85f60a2552ac6,67cb40e5562e803bd6532a64,AWAITING REVIEW,Not Applicable,2025-12-20T02:06:33.295000Z,2025-12-20T03:05:52.798000Z,,2025-12-20T03:05:53.143126Z,3560.0,CNST1ELE,880,53,Male,White,United States,United States,United States,English,No,Full-Time
69460573b86d1cfb661027d8,66b9a0475a301eacdfb5e608,AWAITING REVIEW,Not Applicable,2025-12-20T02:10:00.985000Z,2025-12-20T02:40:11.927000Z,,2025-12-20T02:40:12.332522Z,1811.0,CNST1ELE,1361,33,Female,Black,Japan,United States,United States,English,No,Full-Time
6946067f8c6ea655f172f9ab,69433c650c16615381b1a0f8,AWAITING REVIEW,Not Applicable,2025-12-20T02:14:26.531000Z,2025-12-20T02:55:24.166000Z,,2025-12-20T02:55:24.506560Z,2458.0,CNST1ELE,29,26,Female,White,United States,United States,DATA_EXPIRED,English,No,Full-Time
6946090f9538ac8cb0ee1ee2,661dd11d5523e507da514925,AWAITING REVIEW,Not Applicable,2025-12-20T02:25:22.966000Z,2025-12-20T03:00:05.529000Z,,2025-12-20T03:00:05.867402Z,2083.0,CNST1ELE,1756,33,Male,Black,United States,United States,United States,English,No,Full-Time
69460decbb6c5c7038009867,6682c269b9b9b8b8bcdffa07,AWAITING REVIEW,Not Applicable,2025-12-20T02:46:11.597000Z,2025-12-20T03:24:26.633000Z,,2025-12-20T03:24:28.056835Z,2296.0,CNST1ELE,1848,43,Female,Mixed,United States,United States,United States,English,No,Full-Time
6946125a0c2ae3a0b76a3e37,676276312d87ec9601be7d5c,AWAITING REVIEW,Not Applicable,2025-12-20T03:05:04.345000Z,2025-12-20T04:24:07.541000Z,,2025-12-20T04:24:07.885714Z,4744.0,CNST1ELE,911,50,Female,White,United States,United States,United States,English,Yes,Full-Time
694615486bcc835e2a6ece5a,6760b0825ab03ca48d4fb0de,AWAITING REVIEW,Not Applicable,2025-12-20T03:17:35.283000Z,2025-12-20T03:56:38.759000Z,,2025-12-20T03:56:39.127725Z,2344.0,CNST1ELE,993,48,Male,White,United States,United States,United States,English,No,Full-Time
694628420682e5c0027c3c8e,669f1b414df434c089390389,AWAITING REVIEW,Not Applicable,2025-12-20T04:38:30.404000Z,2025-12-20T05:18:18.041000Z,,2025-12-20T05:18:18.371607Z,2388.0,CNST1ELE,1987,43,Female,White,United States,United States,United States,English,Yes,Full-Time
694629d3a693c107311739e1,66881fbe723bc57d75a2c268,AWAITING REVIEW,Not Applicable,2025-12-20T04:45:16.637000Z,2025-12-20T05:39:24.796000Z,,2025-12-20T05:39:25.158090Z,3249.0,CNST1ELE,787,60,Male,White,United States,United States,United States,English,No,Full-Time
69462b35035d083ee559070b,674696d5ad8d317b574a1344,AWAITING REVIEW,Not Applicable,2025-12-20T04:51:05.826000Z,2025-12-20T05:46:47.274000Z,,2025-12-20T05:46:47.633575Z,3342.0,CNST1ELE,936,39,Male,White,United States,United States,United States,English,No,Full-Time
69462bcca671796bac7d57b7,66bd73db3481a3d17695c23e,AWAITING REVIEW,Not Applicable,2025-12-20T04:53:38.912000Z,2025-12-20T05:53:38.480000Z,,2025-12-20T05:53:38.827564Z,3600.0,CNST1ELE,1698,32,Female,White,United States,United States,United States,English,No,Full-Time
69462e5c7344ddc6ec8937b2,668edb3b608a3d4537e2da08,AWAITING REVIEW,Not Applicable,2025-12-20T05:05:52.433000Z,2025-12-20T05:48:37.775000Z,,2025-12-20T05:48:38.141686Z,2566.0,CNST1ELE,1698,53,Male,White,United States,United States,United States,English,No,Full-Time
6946356b435b8015ea6998d9,63d023f75eaafe675b6fa5fd,AWAITING REVIEW,Not Applicable,2025-12-20T05:34:41.008000Z,2025-12-20T06:18:34.106000Z,,2025-12-20T06:18:34.555280Z,2634.0,CNST1ELE,1159,53,Female,White,United States,United States,United States,English,No,Full-Time
69464a5274f85f60a2552f47,6771ff8ec9ba55882b8c525c,AWAITING REVIEW,Not Applicable,2025-12-20T07:03:53.011000Z,2025-12-20T08:22:32.769000Z,,2025-12-20T08:22:33.130296Z,4720.0,CNST1ELE,692,26,Male,Black,United States,United States,United States,English,No,Full-Time
69464f3825f9d04fe7f00221,677edcc906221d9231bd83d7,AWAITING REVIEW,Not Applicable,2025-12-20T07:24:46.885000Z,2025-12-20T08:01:11.064000Z,,2025-12-20T08:01:11.406488Z,2185.0,CNST1ELE,1773,50,Female,White,United States,United States,United States,English,Yes,Full-Time
69465074df52cad0ed437d6b,67496dea4b9483e93cf9d117,AWAITING REVIEW,Not Applicable,2025-12-20T07:30:00.968000Z,2025-12-20T08:01:58.046000Z,,2025-12-20T08:01:58.440776Z,1918.0,CNST1ELE,1572,35,Male,White,United States,United States,United States,English,No,Full-Time
69465c84b7a4d191cf193bd1,6102053795bd9b55ab979a48,AWAITING REVIEW,Not Applicable,2025-12-20T08:21:27.986000Z,2025-12-20T09:33:34.097000Z,,2025-12-20T09:33:34.450942Z,4327.0,CNST1ELE,1580,28,Female,Other,United States,United States,Dominican Republic,English,No,Full-Time
694665b733183f6abf83f6b8,671d772447cf5a3419817702,AWAITING REVIEW,Not Applicable,2025-12-20T09:03:25.227000Z,2025-12-20T15:34:44.133000Z,,2025-12-20T15:34:44.524926Z,23479.0,CNST1ELE,1437,44,Male,Black,United States,United States,United States,English,No,Full-Time
69467ecfcdd0a92d8bd936f4,66f23f43364a3d1b7b018f27,AWAITING REVIEW,Not Applicable,2025-12-20T10:47:51.518000Z,2025-12-20T11:24:18.154000Z,,2025-12-20T11:24:27.202537Z,2187.0,CNST1ELE,1245,53,Female,Black,United States,United States,United States,English,No,Full-Time
69469212c9070d2f68dc6930,674aa67b13fcbfeda28a00ef,AWAITING REVIEW,Not Applicable,2025-12-20T12:12:45.213000Z,2025-12-20T12:54:01.891000Z,,2025-12-20T12:54:02.239771Z,2477.0,CNST1ELE,1181,38,Female,White,United States,United States,United States,English,No,Full-Time
69469369872b0a1281524778,5eb7c006b839846ea7a24178,AWAITING REVIEW,Not Applicable,2025-12-20T12:15:40.783000Z,2025-12-20T12:54:16.464000Z,,2025-12-20T14:00:29.527613Z,2316.0,CNST1ELE,1633,50,Male,White,United States,United States,United States,English,No,Full-Time
6946a44a822fe5ff66b6e9e5,66e4fc9c0c958246837a6941,AWAITING REVIEW,Not Applicable,2025-12-20T13:27:45.735000Z,2025-12-20T14:08:12.561000Z,,2025-12-20T14:08:12.957065Z,2427.0,CNST1ELE,1412,41,Female,White,United States,United States,United States,English,No,Full-Time
6946aec21a332e7b764383e2,65ef950203e4e8448c55e54c,AWAITING REVIEW,Not Applicable,2025-12-20T14:12:29.781000Z,2025-12-20T15:06:07.050000Z,,2025-12-20T15:06:07.450776Z,3218.0,CNST1ELE,669,49,Female,White,United States,United States,United States,English,No,Full-Time
6946b6bf38a857b56b6667d3,670da3fd0b8a2f7a542a2b24,AWAITING REVIEW,Not Applicable,2025-12-20T14:46:27.375000Z,2025-12-20T15:31:56.769000Z,,2025-12-20T15:31:57.166277Z,2730.0,CNST1ELE,1940,25,Female,White,United States,United States,United States,English,No,Full-Time
6946b93b19a36c3f622f1477,667634625cc34d5ac97492bf,AWAITING REVIEW,Not Applicable,2025-12-20T14:57:05.072000Z,2025-12-20T15:35:00.393000Z,,2025-12-20T15:35:00.745552Z,2276.0,CNST1ELE,689,52,Male,Black,United States,United States,United States,English,No,Full-Time
6946bacdf665939c2efb5fc8,66c8842e8667d7d2dd040001,AWAITING REVIEW,Not Applicable,2025-12-20T15:03:44.791000Z,2025-12-20T15:31:58.182000Z,,2025-12-20T15:31:58.537835Z,1694.0,CNST1ELE,1538,33,Male,White,United States,United States,United States,English,No,Full-Time
6946cc4f28ff13f6ad50f48a,6604b10d7328536e5d9bb9db,AWAITING REVIEW,Not Applicable,2025-12-20T16:18:27.730000Z,2025-12-20T16:57:38.501000Z,,2025-12-20T16:57:38.936370Z,2351.0,CNST1ELE,494,49,Female,Black,United States,United States,United States,English,No,Full-Time
6946e1a561f8588f70ffee60,6629396278644f7ca5e5d017,AWAITING REVIEW,Not Applicable,2025-12-20T17:49:30.244000Z,2025-12-20T18:26:07.167000Z,,2025-12-20T18:26:07.524995Z,2197.0,CNST1ELE,1128,57,Male,White,United States,United States,United States,English,No,Full-Time
